49, Federal-gov, 105959, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 41, United-States, >50K.
55, Local-gov, 104996, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 15, United-States, <=50K.
27, Local-gov, 191202, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
47, Private, 247379, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
44, Private, 96129, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
47, ?, 58440, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, <=50K.
24, Private, 125031, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
23, Private, 183772, Assoc-acdm, 12, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 70, United-States, <=50K.
37, Private, 78488, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K.
32, Self-emp-not-inc, 121058, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
43, Private, 84673, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, >50K.
30, Private, 172830, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 3325, 0, 40, United-States, <=50K.
36, Private, 307520, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, >50K.
21, Private, 327797, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 108945, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 32, United-States, <=50K.
52, Private, 164473, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 38, United-States, <=50K.
40, Private, 144778, Bachelors, 13, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
54, Private, 69477, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 60, United-States, >50K.
45, Private, 137946, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
28, Private, 167737, Bachelors, 13, Widowed, Other-service, Own-child, White, Male, 0, 1974, 50, United-States, <=50K.
30, Private, 195602, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, ?, <=50K.
31, Private, 140206, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
42, Self-emp-inc, 272551, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Female, 0, 1564, 60, United-States, >50K.
24, Private, 114939, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
45, Local-gov, 265477, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, France, >50K.
51, Local-gov, 252029, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, >50K.
29, Self-emp-inc, 263786, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 397877, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 316438, 5th-6th, 3, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K.
34, Local-gov, 283921, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 199903, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
42, Private, 339814, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
19, ?, 191140, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
33, Private, 174215, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, >50K.
32, Private, 124420, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 289228, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 45, United-States, >50K.
27, Private, 200610, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2580, 0, 40, United-States, <=50K.
36, Private, 140327, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 7298, 0, 35, United-States, >50K.
39, Local-gov, 86643, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, <=50K.
33, Private, 226624, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 365516, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
27, Private, 153288, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 235124, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, <=50K.
28, Self-emp-inc, 160731, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 230999, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K.
38, Private, 453663, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K.
28, Private, 250967, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2105, 0, 40, United-States, <=50K.
22, ?, 96844, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 1602, 20, United-States, <=50K.
41, Federal-gov, 149102, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 1980, 40, United-States, <=50K.
42, Private, 226452, 9th, 5, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K.
36, Private, 34378, 7th-8th, 4, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
37, Local-gov, 177277, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Local-gov, 316470, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
55, Local-gov, 293104, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 380357, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, ?, >50K.
36, Private, 101318, Some-college, 10, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, China, >50K.
32, ?, 339099, Some-college, 10, Never-married, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
52, Private, 131662, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
20, Private, 163333, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
43, Private, 71738, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 141276, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
61, Private, 242552, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 37, Honduras, <=50K.
30, Private, 246439, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
38, Federal-gov, 81232, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 157568, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 117476, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
28, State-gov, 198201, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
57, Private, 167483, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
19, Self-emp-inc, 150384, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
18, ?, 96244, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
34, Private, 33678, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 4508, 0, 35, United-States, <=50K.
42, Private, 180985, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 52, United-States, <=50K.
36, Private, 101192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
33, Private, 207561, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
32, Private, 105749, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Self-emp-inc, 443508, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 60, United-States, >50K.
23, Private, 249087, Bachelors, 13, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
31, Local-gov, 279231, Assoc-voc, 11, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 180477, 10th, 6, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 144522, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K.
36, Local-gov, 248263, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, ?, 498411, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States, <=50K.
57, Private, 102442, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
20, Private, 262877, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
66, Self-emp-not-inc, 325537, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Private, 161638, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Columbia, <=50K.
46, Self-emp-not-inc, 24367, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 99, United-States, >50K.
38, Private, 108140, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States, >50K.
63, ?, 205110, 10th, 6, Widowed, ?, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
43, Self-emp-inc, 504423, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Japan, >50K.
37, Private, 264700, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 0, 35, United-States, <=50K.
22, Private, 335067, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
58, Private, 153551, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 23, United-States, <=50K.
43, Private, 186077, HS-grad, 9, Widowed, Transport-moving, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
55, Local-gov, 85001, Masters, 14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
45, Self-emp-not-inc, 216999, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 107231, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
36, Self-emp-not-inc, 52870, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 50, United-States, >50K.
73, Self-emp-not-inc, 228899, 7th-8th, 4, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 99, United-States, <=50K.
29, Local-gov, 90956, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 186934, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
57, Self-emp-inc, 37394, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
25, ?, 30840, Some-college, 10, Divorced, ?, Unmarried, White, Female, 0, 0, 40, Germany, <=50K.
32, Private, 185177, Assoc-voc, 11, Separated, Tech-support, Own-child, White, Male, 0, 1590, 40, United-States, <=50K.
34, Private, 312055, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 176262, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
51, Self-emp-inc, 161482, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K.
51, Private, 373448, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2002, 40, United-States, <=50K.
45, Self-emp-not-inc, 277630, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K.
68, Self-emp-not-inc, 150904, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
73, Private, 187334, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 328937, 7th-8th, 4, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
35, Local-gov, 132879, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
58, Private, 49159, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K.
38, Private, 133299, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 55, United-States, <=50K.
62, ?, 268315, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 176430, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 211344, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 162302, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
51, Private, 229225, Masters, 14, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 18, United-States, >50K.
49, Self-emp-not-inc, 77404, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, ?, >50K.
51, Local-gov, 202044, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K.
28, Private, 94128, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, ?, 189888, Assoc-acdm, 12, Never-married, ?, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
32, Private, 94041, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
50, State-gov, 322840, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, Poland, >50K.
47, Federal-gov, 746660, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1887, 40, United-States, >50K.
54, Private, 84587, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 38, Philippines, <=50K.
41, Private, 33126, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
29, Private, 247445, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
52, Self-emp-not-inc, 210377, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, United-States, <=50K.
19, ?, 239862, Some-college, 10, Never-married, ?, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 327112, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
37, Self-emp-not-inc, 188563, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K.
62, ?, 189098, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K.
27, Private, 26326, Assoc-voc, 11, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
46, Private, 145636, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 50, United-States, >50K.
45, State-gov, 255456, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 50, India, >50K.
35, Private, 196373, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1672, 40, United-States, <=50K.
32, Private, 167476, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
32, State-gov, 59083, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
36, Self-emp-not-inc, 186934, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K.
62, ?, 188650, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K.
33, Federal-gov, 373043, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 34, Germany, <=50K.
51, Private, 250423, Some-college, 10, Married-spouse-absent, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 334032, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, State-gov, 89487, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 230205, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 2001, 32, United-States, <=50K.
33, Private, 212980, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
32, Private, 351770, Some-college, 10, Divorced, Farming-fishing, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
35, State-gov, 167482, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 1980, 40, United-States, <=50K.
23, Private, 42251, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
56, Self-emp-not-inc, 52822, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K.
41, Private, 229472, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 93034, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Laos, <=50K.
35, Private, 415167, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
76, Self-emp-not-inc, 161182, Some-college, 10, Widowed, Sales, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
38, Private, 166549, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K.
42, Private, 36296, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 272442, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 366139, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, <=50K.
30, Self-emp-inc, 127651, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K.
59, Private, 158077, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 154950, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
30, Local-gov, 197886, Assoc-acdm, 12, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 211518, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 214303, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
34, Private, 154120, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K.
53, Private, 186303, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 488459, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
66, Private, 423883, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 117963, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K.
57, Self-emp-not-inc, 38430, 7th-8th, 4, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 176969, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
18, ?, 116839, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
23, Private, 212407, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
35, Local-gov, 110075, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 50, United-States, >50K.
40, Private, 183096, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
45, Federal-gov, 126754, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
28, Private, 216178, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 188391, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
17, ?, 27251, 11th, 7, Widowed, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 40230, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 60, United-States, <=50K.
47, Private, 100009, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
27, ?, 222442, Some-college, 10, Divorced, ?, Own-child, White, Male, 0, 0, 25, El-Salvador, <=50K.
24, Local-gov, 403471, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 48, United-States, <=50K.
52, Private, 161482, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
20, Private, 83141, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 4416, 0, 53, United-States, <=50K.
68, Self-emp-inc, 31661, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K.
35, Private, 101073, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, >50K.
53, Local-gov, 99682, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 2174, 0, 40, United-States, <=50K.
23, Private, 215395, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 343476, 11th, 7, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 178363, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
52, Private, 95872, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, ?, <=50K.
49, Private, 90907, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Outlying-US(Guam-USVI-etc), >50K.
42, Private, 165309, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
35, Private, 208358, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, >50K.
42, Private, 171069, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Black, Male, 15024, 0, 40, United-States, >50K.
46, Private, 53540, Some-college, 10, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K.
48, Private, 29433, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 55, United-States, <=50K.
48, Self-emp-not-inc, 175622, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
52, Private, 231865, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 46, United-States, <=50K.
51, Private, 266336, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1902, 50, United-States, >50K.
44, Self-emp-not-inc, 190290, Some-college, 10, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 80, France, <=50K.
74, Self-emp-not-inc, 45319, 12th, 8, Married-civ-spouse, Other-service, Husband, White, Male, 1409, 0, 20, Canada, <=50K.
17, Never-worked, 131593, 11th, 7, Never-married, ?, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
24, Local-gov, 177913, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 457357, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
43, Self-emp-inc, 253811, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 55, United-States, >50K.
48, Private, 501671, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K.
35, State-gov, 227128, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
40, Federal-gov, 39137, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
52, Self-emp-not-inc, 121038, HS-grad, 9, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 43, United-States, <=50K.
53, State-gov, 119570, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
29, ?, 99297, HS-grad, 9, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Cambodia, <=50K.
28, Self-emp-not-inc, 169460, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K.
33, Private, 261639, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 4064, 0, 40, United-States, <=50K.
21, Private, 214542, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 22, United-States, <=50K.
31, Private, 141410, Some-college, 10, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
