25, Private, 306908, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 222089, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, Thailand, <=50K.
40, Private, 199668, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
29, Local-gov, 194869, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K.
33, Private, 283268, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
60, Private, 170278, 5th-6th, 3, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, Italy, <=50K.
28, Federal-gov, 90787, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 110749, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 39, United-States, <=50K.
72, Self-emp-not-inc, 173864, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 2290, 0, 45, United-States, <=50K.
35, Private, 278442, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 48, United-States, >50K.
33, State-gov, 162705, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 99, United-States, >50K.
36, Private, 326352, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
18, Private, 105854, HS-grad, 9, Never-married, Craft-repair, Other-relative, Other, Male, 0, 0, 32, United-States, <=50K.
38, Self-emp-inc, 116608, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 20, United-States, >50K.
48, Private, 182655, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
22, Private, 213834, Assoc-voc, 11, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
29, Private, 42881, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K.
81, Self-emp-not-inc, 240414, Bachelors, 13, Widowed, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
19, Private, 37688, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K.
39, Self-emp-not-inc, 189922, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
20, ?, 323309, HS-grad, 9, Never-married, ?, Own-child, Other, Male, 0, 0, 60, South, <=50K.
41, Federal-gov, 341638, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 92, United-States, <=50K.
50, Private, 114758, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
54, Private, 288557, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 46, United-States, <=50K.
18, ?, 191817, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 20, Mexico, <=50K.
18, Private, 222851, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
54, Private, 93605, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 263984, Some-college, 10, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K.
21, Private, 190916, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
22, Private, 384787, 9th, 5, Never-married, Sales, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K.
19, Local-gov, 43921, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 183739, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, >50K.
37, Private, 490871, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 25, United-States, <=50K.
31, Private, 173473, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K.
31, Self-emp-not-inc, 24504, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
60, Private, 113080, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
43, Private, 197093, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
65, Private, 56924, HS-grad, 9, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K.
33, Federal-gov, 207723, Masters, 14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K.
32, Private, 327902, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 197860, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, Haiti, <=50K.
53, Private, 95647, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
50, Private, 98227, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 430151, 11th, 7, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 30, United-States, <=50K.
60, Private, 73069, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
32, Private, 101345, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 1741, 40, United-States, <=50K.
36, Private, 196123, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 43, United-States, >50K.
20, Private, 24008, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 67433, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
35, ?, 224466, HS-grad, 9, Never-married, ?, Other-relative, Black, Male, 0, 0, 24, United-States, <=50K.
29, Private, 292120, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
52, Private, 198362, Bachelors, 13, Never-married, Sales, Other-relative, White, Female, 0, 0, 25, United-States, <=50K.
41, Private, 231507, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 216178, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
52, ?, 91447, Bachelors, 13, Widowed, ?, Not-in-family, White, Female, 0, 2205, 8, United-States, <=50K.
40, Private, 232820, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
40, Private, 53956, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 155913, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 18, United-States, <=50K.
69, Private, 104827, HS-grad, 9, Widowed, Tech-support, Unmarried, White, Female, 0, 0, 8, United-States, <=50K.
28, Private, 197222, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
57, Private, 255406, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 1980, 44, United-States, <=50K.
54, Federal-gov, 278076, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 40, United-States, >50K.
41, Local-gov, 231348, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 196286, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 76417, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Self-emp-inc, 190964, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3137, 0, 42, United-States, <=50K.
57, Federal-gov, 239486, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 45, United-States, >50K.
18, Private, 101709, HS-grad, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 15, United-States, <=50K.
53, Private, 120914, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 60722, HS-grad, 9, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K.
28, Private, 257405, 5th-6th, 3, Never-married, Farming-fishing, Unmarried, Black, Male, 0, 0, 40, Mexico, <=50K.
61, Private, 32209, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 2051, 40, United-States, <=50K.
45, Private, 431245, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Self-emp-not-inc, 95082, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
57, Private, 220986, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
40, Private, 87771, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
72, Self-emp-inc, 199233, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2377, 35, United-States, >50K.
23, Private, 133515, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
46, Private, 117310, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K.
51, Private, 163027, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
46, Private, 169711, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
43, Private, 91317, Assoc-acdm, 12, Never-married, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
42, Private, 106159, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
53, Local-gov, 177063, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
31, Private, 175059, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 129573, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K.
59, Private, 169611, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 247506, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 37085, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
25, Private, 202033, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
26, Private, 179864, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, State-gov, 88020, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
28, ?, 243190, Bachelors, 13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 30, ?, <=50K.
33, Private, 102270, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States, <=50K.
25, Private, 81286, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
23, ?, 205690, Assoc-voc, 11, Never-married, ?, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
35, State-gov, 37314, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 29213, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
43, Self-emp-not-inc, 451019, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
49, Self-emp-inc, 125892, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
45, Private, 259412, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 50, United-States, >50K.
49, Federal-gov, 207540, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 110167, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 430336, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 7688, 0, 45, United-States, >50K.
39, Self-emp-inc, 210610, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 31, Cuba, >50K.
26, Private, 86483, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
17, Private, 138507, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, <=50K.
26, Federal-gov, 345157, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
71, Local-gov, 161342, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 3, United-States, <=50K.
27, Private, 159109, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 42, United-States, <=50K.
34, Private, 54608, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Local-gov, 433602, HS-grad, 9, Never-married, Sales, Own-child, Black, Male, 0, 0, 38, United-States, <=50K.
36, Self-emp-not-inc, 350103, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 166193, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Federal-gov, 56236, HS-grad, 9, Divorced, Protective-serv, Unmarried, Black, Male, 1506, 0, 40, United-States, <=50K.
47, Private, 156926, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 26698, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K.
43, Self-emp-not-inc, 75993, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
39, Private, 312271, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
35, Private, 70282, HS-grad, 9, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
22, Private, 259109, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 18, United-States, <=50K.
45, Private, 192360, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K.
33, Private, 373432, Some-college, 10, Separated, Craft-repair, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
21, Local-gov, 176998, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Federal-gov, 32950, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 48520, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 80, United-States, <=50K.
47, State-gov, 237525, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 202746, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 179255, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
47, Self-emp-inc, 337825, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K.
68, Self-emp-not-inc, 191517, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 239130, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2444, 40, United-States, >50K.
42, Private, 233366, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, Other, Male, 3103, 0, 40, Mexico, >50K.
36, ?, 137492, HS-grad, 9, Divorced, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
28, Private, 66893, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1564, 50, United-States, >50K.
61, Private, 266646, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, Black, Male, 2290, 0, 40, United-States, <=50K.
33, Private, 238246, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, Germany, <=50K.
23, Private, 215616, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
40, Private, 148316, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 172402, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
45, Private, 195918, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
23, Private, 33016, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 267281, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
33, Federal-gov, 43608, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
21, Private, 57827, HS-grad, 9, Widowed, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 110145, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 162884, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 60, Columbia, <=50K.
43, State-gov, 145166, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 84, United-States, <=50K.
50, Private, 193720, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K.
48, Private, 310639, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
49, Private, 196360, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 46, United-States, >50K.
28, Private, 370675, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1408, 50, Hong, <=50K.
36, Private, 398931, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K.
28, Local-gov, 104329, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K.
61, Self-emp-inc, 103575, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K.
25, State-gov, 222800, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
48, Private, 176239, 9th, 5, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
36, Private, 321274, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
46, Private, 192713, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, ?, <=50K.
25, Private, 407714, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
36, ?, 247547, HS-grad, 9, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
45, Private, 123219, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 165950, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 21, United-States, <=50K.
28, Private, 182509, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
39, Private, 27408, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 50, United-States, >50K.
33, Private, 110592, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
28, State-gov, 175409, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
48, Private, 172822, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 15020, 0, 48, United-States, >50K.
21, Private, 265361, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
26, State-gov, 106491, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 179557, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
63, Private, 187919, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 45, United-States, <=50K.
45, Private, 196707, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 216129, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
52, Self-emp-not-inc, 100480, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K.
57, Self-emp-not-inc, 69905, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 15024, 0, 40, United-States, >50K.
38, Private, 297767, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 214627, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1977, 45, United-States, >50K.
52, Private, 251908, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 2547, 40, United-States, >50K.
55, Self-emp-inc, 304695, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K.
21, Private, 48121, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 125228, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
17, Private, 408012, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
57, Private, 161642, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
30, Private, 181212, Some-college, 10, Never-married, Exec-managerial, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
48, Self-emp-inc, 76482, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K.
24, Private, 295073, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K.
45, ?, 69596, 10th, 6, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 262461, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
34, Local-gov, 112680, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K.
35, Private, 342642, Masters, 14, Married-spouse-absent, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 211968, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Local-gov, 153536, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, >50K.
21, Private, 188923, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
30, Private, 391114, Assoc-acdm, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 45599, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, ?, <=50K.
37, Private, 119929, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 47, United-States, <=50K.
24, Private, 130442, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
41, Private, 192602, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
61, Private, 328881, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K.
37, Private, 165034, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 2002, 40, United-States, <=50K.
39, Private, 93174, HS-grad, 9, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
28, Local-gov, 205903, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K.
24, Self-emp-inc, 197496, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
29, Private, 226941, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K.
61, Private, 199193, Assoc-acdm, 12, Divorced, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 187870, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
56, Private, 364899, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 65, United-States, >50K.
28, Private, 437994, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K.
24, Private, 166827, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
35, Private, 207819, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K.
31, Private, 37939, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 43, United-States, <=50K.
39, Private, 77146, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K.
35, ?, 29075, 11th, 7, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 6, United-States, <=50K.
20, Private, 167868, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
25, Private, 150132, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 365881, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K.
37, Private, 105044, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
47, Private, 145636, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 161547, Bachelors, 13, Never-married, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
34, Federal-gov, 77218, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Self-emp-not-inc, 241126, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 60, United-States, <=50K.
85, Self-emp-inc, 155981, Bachelors, 13, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
71, Self-emp-inc, 45741, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 20051, 0, 30, United-States, >50K.
