23, Private, 193537, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 20, United-States, <=50K.
35, Private, 149455, Some-college, 10, Separated, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
68, ?, 353524, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 60, United-States, <=50K.
30, Private, 328734, 10th, 6, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
21, Private, 112906, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Female, 0, 0, 44, United-States, <=50K.
27, Private, 155038, Some-college, 10, Never-married, Other-service, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
26, Private, 100125, Assoc-acdm, 12, Divorced, Transport-moving, Unmarried, White, Female, 0, 0, 30, United-States, <=50K.
26, State-gov, 177048, Some-college, 10, Married-civ-spouse, Protective-serv, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
43, Private, 72338, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K.
20, Private, 254547, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 35, Outlying-US(Guam-USVI-etc), <=50K.
20, Local-gov, 186213, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 38, United-States, <=50K.
39, Private, 270557, Masters, 14, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, >50K.
48, Private, 41411, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
36, Private, 116445, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
34, Self-emp-not-inc, 247540, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 1974, 30, United-States, <=50K.
37, Private, 358753, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K.
37, Self-emp-not-inc, 156897, Prof-school, 15, Never-married, Prof-specialty, Own-child, White, Male, 0, 1564, 55, United-States, >50K.
44, Self-emp-not-inc, 360879, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1902, 80, United-States, >50K.
51, Private, 256051, 11th, 7, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 1628, 40, United-States, <=50K.
34, Private, 179877, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 266583, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 2829, 0, 38, United-States, <=50K.
38, Private, 187711, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, >50K.
34, Local-gov, 206707, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K.
63, Local-gov, 80655, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Federal-gov, 409464, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
62, Private, 235997, 12th, 8, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 37, Mexico, <=50K.
20, Private, 59948, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 18, United-States, <=50K.
30, Private, 323833, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
53, Private, 290290, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 1590, 50, United-States, <=50K.
20, ?, 291746, 12th, 8, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
77, Private, 189173, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, <=50K.
50, State-gov, 392668, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
61, Private, 132529, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 68080, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, ?, >50K.
17, Private, 194717, 11th, 7, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
43, Private, 307767, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
61, Private, 90051, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 3456, 0, 44, Canada, <=50K.
77, State-gov, 267799, Doctorate, 16, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 4, United-States, >50K.
49, Private, 81535, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, >50K.
26, Self-emp-not-inc, 334267, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 55912, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
36, Private, 172706, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 240467, Some-college, 10, Separated, Transport-moving, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K.
23, Private, 186006, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 37, United-States, <=50K.
38, Private, 65738, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 192878, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, State-gov, 413870, Some-college, 10, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
45, Private, 176341, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K.
66, ?, 28367, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 117210, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 36, United-States, <=50K.
21, ?, 231286, Some-college, 10, Never-married, ?, Own-child, Black, Male, 0, 0, 25, Jamaica, <=50K.
42, Private, 188465, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
31, Local-gov, 253456, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
54, Private, 140592, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 171335, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, State-gov, 73928, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, 0, 0, 15, United-States, <=50K.
24, Private, 161415, 11th, 7, Never-married, Other-service, Other-relative, White, Male, 0, 0, 35, United-States, <=50K.
24, Private, 395297, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, Japan, <=50K.
40, State-gov, 385357, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K.
45, State-gov, 160599, Assoc-acdm, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 222450, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
61, ?, 38603, 7th-8th, 4, Divorced, ?, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
50, Private, 178946, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
36, Private, 106471, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
35, Private, 341643, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 97952, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?, <=50K.
31, Private, 111567, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1848, 50, United-States, >50K.
43, Local-gov, 201764, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
30, Private, 153549, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K.
44, Local-gov, 264016, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
42, Private, 194636, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
64, State-gov, 184271, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
23, Local-gov, 49296, Some-college, 10, Married-spouse-absent, Prof-specialty, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
60, Private, 96099, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 4101, 0, 60, United-States, <=50K.
18, Self-emp-not-inc, 304699, 10th, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, England, <=50K.
24, Private, 267181, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
40, Private, 154076, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
17, Private, 98209, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
33, Private, 92003, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
43, Private, 103759, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 269681, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
25, Private, 789600, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
25, Private, 152165, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 260560, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
40, Self-emp-inc, 214781, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 65, United-States, >50K.
64, Private, 207188, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 246258, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
44, Private, 101563, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 7430, 0, 45, United-States, >50K.
60, Private, 69955, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 4064, 0, 40, United-States, <=50K.
25, Private, 124111, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 36, ?, <=50K.
38, Private, 237091, Some-college, 10, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 36, Peru, <=50K.
26, Private, 318644, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
19, Private, 138917, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
31, Private, 97405, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 196674, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K.
25, Private, 405281, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 186256, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 120277, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
33, Private, 161035, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 49, United-States, <=50K.
34, Private, 176244, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K.
54, Private, 32454, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K.
39, Private, 346478, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
43, Private, 196158, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
42, Federal-gov, 208470, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 215616, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K.
23, Private, 275357, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
23, Self-emp-inc, 304871, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
54, Private, 99185, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, >50K.
23, Private, 115085, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
58, Private, 82050, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K.
46, Private, 123681, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 193152, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
53, Private, 309466, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
77, Local-gov, 100883, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 8, Canada, <=50K.
37, Private, 32528, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
18, Private, 245199, 10th, 6, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 72375, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
34, Private, 117963, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
45, Private, 160440, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K.
64, Federal-gov, 113570, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
58, ?, 191830, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 55, United-States, <=50K.
24, Private, 232328, 9th, 5, Divorced, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
37, Private, 92028, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
48, Private, 138342, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 55, United-States, >50K.
42, Private, 197810, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, Private, 102142, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 104223, Bachelors, 13, Never-married, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
34, Private, 132835, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
31, Self-emp-not-inc, 109195, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K.
33, Private, 203463, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
47, Local-gov, 33114, 11th, 7, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 50, United-States, <=50K.
27, Private, 187450, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
36, Private, 104213, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 257849, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
56, Private, 50490, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 85508, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 12, United-States, <=50K.
54, Self-emp-not-inc, 60449, Bachelors, 13, Widowed, Sales, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
27, Local-gov, 131310, Some-college, 10, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
65, Self-emp-not-inc, 158177, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 10605, 0, 44, United-States, >50K.
65, Private, 115922, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K.
21, Private, 403471, Some-college, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 48, United-States, <=50K.
22, Private, 176131, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
32, Private, 149531, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 262243, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K.
32, Private, 64658, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 127914, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
49, Self-emp-inc, 182211, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
30, Private, 48520, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K.
20, Private, 403118, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 11, United-States, <=50K.
55, Private, 119344, HS-grad, 9, Married-civ-spouse, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 334456, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
31, Private, 263110, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
31, Self-emp-not-inc, 279015, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K.
58, Private, 195878, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
34, Private, 217652, 12th, 8, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
65, Federal-gov, 44807, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, >50K.
48, Private, 129777, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, ?, 195568, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 15, ?, >50K.
44, Private, 227466, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K.
26, Private, 228457, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
45, Self-emp-not-inc, 247053, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 188669, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
45, Private, 40666, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Italy, <=50K.
57, ?, 190514, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K.
36, Local-gov, 404661, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K.
45, Self-emp-not-inc, 39986, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1740, 56, United-States, <=50K.
43, Private, 175133, Some-college, 10, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K.
62, Private, 101375, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, Private, 256680, Assoc-acdm, 12, Never-married, Exec-managerial, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
46, State-gov, 136878, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 106151, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, ?, >50K.
38, ?, 242221, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K.
38, Private, 101387, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 43, United-States, <=50K.
51, Private, 196828, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 38, United-States, >50K.
20, ?, 195075, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
22, Private, 333910, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 22, United-States, <=50K.
46, Self-emp-not-inc, 103540, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
67, Self-emp-not-inc, 36876, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 158651, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K.
24, Private, 196943, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, Private, 184583, Some-college, 10, Divorced, Other-service, Unmarried, White, Male, 0, 0, 59, United-States, <=50K.
33, Private, 244817, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 386726, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K.
56, Self-emp-inc, 373593, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, Italy, >50K.
27, Private, 206199, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
32, Private, 93283, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, ?, 103628, Bachelors, 13, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 4, India, <=50K.
21, Local-gov, 391936, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 25, United-States, <=50K.
31, Local-gov, 168740, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K.
42, Private, 150568, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
19, Private, 201178, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
63, Private, 75813, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K.
34, Local-gov, 398988, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 18, United-States, <=50K.
38, Private, 158363, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
19, Private, 81961, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
34, Private, 170017, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 348092, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Haiti, <=50K.
27, Private, 54861, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K.
63, Self-emp-not-inc, 74991, HS-grad, 9, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
25, Private, 106552, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
51, Private, 27539, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K.
50, Private, 268913, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Iran, <=50K.
63, Private, 199888, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
53, Private, 288216, Some-college, 10, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
18, Self-emp-inc, 378036, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 10, United-States, <=50K.
41, Private, 127314, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K.
32, Private, 115963, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K.
19, Private, 332928, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
41, Self-emp-not-inc, 178510, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
29, Private, 53147, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 37, United-States, <=50K.
66, Private, 115880, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3818, 0, 40, United-States, <=50K.
57, Private, 375502, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K.
49, Self-emp-not-inc, 155659, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 122240, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 112305, Assoc-voc, 11, Never-married, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K.
46, Federal-gov, 35136, 11th, 7, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K.
27, Private, 215423, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 16, United-States, <=50K.
24, Private, 116358, HS-grad, 9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 0, 2339, 40, Philippines, <=50K.
17, Private, 171461, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 14, United-States, <=50K.
32, Private, 131584, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
40, Self-emp-inc, 29520, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K.
35, Local-gov, 246463, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
22, Private, 32616, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
41, Private, 144144, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K.
